id,hair_color_r1,hair_color_r2,hair_color_g1,hair_color_g2,hair_color_b1,hair_color_b2,hair_toon_color_r1,hair_toon_color_r2,hair_toon_color_g1,hair_toon_color_g2,hair_toon_color_b1,hair_toon_color_b2,mayu_color_r1,mayu_color_r2,mayu_color_g1,mayu_color_g2,mayu_color_b1,mayu_color_b2,mayu_toon_color_r1,mayu_toon_color_r2,mayu_toon_color_g1,mayu_toon_color_g2,mayu_toon_color_b1,mayu_toon_color_b2,eye_color_r1,eye_color_r2,eye_color_g1,eye_color_g2,eye_color_b1,eye_color_b2,tail_color_r1,tail_color_r2,tail_color_g1,tail_color_g2,tail_color_b1,tail_color_b2,tail_toon_color_r1,tail_toon_color_r2,tail_toon_color_g1,tail_toon_color_g2,tail_toon_color_b1,tail_toon_color_b2
10362,#E296C9,#4DFA3F,#901124,#808080,#FDF636,#732B38,#B96FAF,#31B222,#A61831,#808080,#CCC822,#731A27,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#732B38,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#731A27
10363,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73343A,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73333A,#352916,#A9A89D,#C7782E,#40310A,#525151,#AD6858,#E7ABDB,#FFFFFF,#FFFFFF,#553659,#FFFFFF,#974E5A,#E7ACDB,#FFFFFF,#FFFFFF,#782F6B,#FFFFFF,#76353D
10364,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73343A,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73333A,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E7ABDB,#FFFFFF,#FFFFFF,#553659,#FFFFFF,#974E5A,#E7ACDB,#FFFFFF,#FFFFFF,#782F6B,#FFFFFF,#76353D
10365,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73343A,#FFFFFF,#FFFFFF,#FFFFFF,#341513,#2E1B1B,#73333A,#20400E,#A2C28F,#AAD85C,#424637,#475528,#79BD1D,#E7ABDB,#FFFFFF,#FFFFFF,#553659,#FFFFFF,#974E5A,#E7ACDB,#FFFFFF,#FFFFFF,#782F6B,#FFFFFF,#76353D
10366,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#313523,#A4A92F,#C7C7C5,#3C4012,#524C13,#AD9955,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10367,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#3C4033,#ADC260,#D2D8AC,#3D460B,#4F5535,#A3BD2C,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10368,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#154036,#2DC289,#A2D8D4,#424644,#10552B,#33BD50,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10369,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#2E2E40,#8C87C2,#685BD8,#111046,#474655,#232CBD,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10370,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#12402D,#82C29A,#51D868,#384642,#155549,#29BD22,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10371,#9C68CF,#D16852,#524142,#808080,#8C183A,#524142,#9C68CF,#98364E,#352525,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#3A4027,#BAC2B1,#CCD854,#3C4610,#4B5546,#ADBD1F,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
